userName,score,at,content
Republik Jinggacollection,5,2021-10-08 05:20:42,Ini game nya seru banget adik aku suka banget sama game ini dan bikin adik aku happy pokoknya aku bangga sama game ini terima kasih atas yg membuat game ini tetap semangat ya semua orang juga suka sama game ini tetap semangat ya kak😉😊👍dan aku paling suka sama aplikasi wow kids Dan kami semua juga akan selalu mendukung app wow kids dan kakak juga tetap semangat ya👍😉 dan semoga urusan kakak lancar dan mudah sehingga sukses
Andi Cornelis,5,2021-10-06 06:49:58,Terima kasih wow kids adik ku akan suka memainkan nya 😘
Siti Aisyah,5,2021-10-03 06:03:32,gem ini terbaik......................................................................... ...................................... ............kan gua bilang terbaik
Kokom Komalasarii,5,2021-09-27 14:47:17,Bagus gamenya anak sy suka
raka sidarta,5,2021-09-24 01:03:26,Keren dan bagus buat anak anak tp masih ada game yg masih di kunci
Nora Elvira,5,2021-09-21 12:45:25,Permaian edukasi yang bagus bisa untuk menarik minat anak untuk belajar sambil bermain
Uli Indriyani,4,2021-09-13 12:49:08,Seruuu anak belajar tambah semangat
Juniar Purba,5,2021-09-10 04:02:34,Bagus bgt tuk anak saya
Achmad Ngisom,3,2021-09-09 01:51:05,Wah game ini bagus oh iya perkenalkan nama aku Amira dzakiyyah
Bizar Gold,5,2021-09-07 23:53:44,Wah ini bagus tapi game ini untuk adekku komen yaa kepada aku terimakasih.........!
Nafeesa Seraphina F,5,2021-09-07 06:12:46,Baguuuuus untuk anak belajar. Apa bisa bahasa indonesia?
Fandy,5,2021-09-04 23:43:26,Seneng banget anak saya sama game ini 👍
Arkan Alfatih,5,2021-09-02 03:04:20,Sangat membantu terima kasih....
Annisa Maulida,5,2021-09-01 12:39:33,Anak senang sekali main game ini sangat mengedukasi👍
riana rohmah,4,2021-08-31 03:18:33,"Sambil belajar sambil bermain,,, keren gamenyaaa"
Aira Ayunani,5,2021-08-25 17:10:52,Game yg bagus.sngat mengedukasi.
IRAl04 Sitindaon,3,2021-08-23 16:13:44,Bagus baget untuk anak saya belajar
Devii Annisa,5,2021-08-21 23:08:47,Anak saya sangat suka sama game ini
efram jose,5,2021-08-21 00:20:57,Memudahkan kami utk mengajar anak kami
Kiranarizki123@gmail.com Rizki,5,2021-08-16 15:14:22,Ini itu seru
Tita Novita,5,2021-08-10 14:00:28,Makanan lucu 123 orang untuk anak anak ini sangat bagus
Sadri S,5,2021-08-10 05:12:26,Waaw apk ini sgt baguss untk anak2
Tory Yulianto N,5,2021-08-05 11:39:00,game nya seru😍😍😍😍
tri sulistiyani,5,2021-08-02 13:10:00,GEM ini SERU
Cahaya Putri,1,2021-07-29 13:13:39,Sebnr ny bagus untuk bljar anak usia dini..tp mlh di kunci trslemot
Siti mutohatoh,1,2021-07-24 16:27:29,masa di kunci
Dewiwulan Sari,5,2021-07-22 15:14:52,"Bagus aplikasinya , sangat membantu untuk anak saya..jadi sambil main game dan belajar..."
Laili Romadhoni,5,2021-07-22 05:06:21,Bener kereeeeennnn sumpah asik untuk belajar
Anik Wijiawati,5,2021-07-18 11:36:02,Gem ini bagus 😁😁
Fiandra Abdul Basit,5,2021-07-08 12:07:15,Game yang sangat bagus untuk adik
Yusup Ardy,5,2021-06-26 04:50:43,anak saya juga suka sama game belajar ini 👍👍👍
Nindi Astuti,5,2021-06-25 00:14:19,"Hai gays ini bagus banget adek ku bilang marvellus""👌"
Neyysa,5,2021-06-17 02:41:02,Ade akusukabaget makasihya
Muhammad Akbar,3,2021-06-14 10:51:21,Permainan ini bagus untuk adek aku dia bilang dia suka banget sama game ini
Pak Mus,5,2021-06-13 00:55:08,Permsinan ini sangat bagus buat adik aku adik aku sangat suka sekali sampai sampai adikku ngak mau di ambil hpnya terima kasih atas tim kalian yang sudah menciptakan permainan ini sekian dari saya terima kasih
Intan Suryaningsih,5,2021-06-09 05:49:29,Game sangat bagus buat adek aku...katanya dia suka banget sama gamenya
Ajat sudrajat idunk tea,5,2021-06-07 11:39:25,ok banget buat anak sy yg u 5th..joss dah
Tarioktavia Cell,5,2021-06-04 14:44:47,Bangusv sekali Bosque
Sakina Palopo,5,2021-06-04 10:23:05,Gamenya bagus 🤫
Ipil hamdi,4,2021-06-03 13:11:53,Bagussssss sekali teims ya
julaeha RM,5,2021-06-03 01:15:43,Bagus buat anak anak muali belajar
Marcelyn Paramita,5,2021-06-02 09:33:23,hallo kalian main makanan lucu 123 nomor permainnan untuk anak anak
aulia kamila,5,2021-05-29 06:47:41,cocol buat anak qu yerimaksih
KHAIRUL FAHMI,5,2021-05-25 03:55:40,Anak saya suka sama game ini Membantu belajar berhitung
terapy musik,5,2021-05-20 15:53:46,Aplikasi yang sangat berguna untuk adek saya belajar
Lingga Al fatih,5,2021-05-17 04:23:01,Game nya nugas
Fina Nayla Salsabila,5,2021-05-07 14:17:23,Halo game ini bagus banget walaupun ini untuk anak anak saya suka sekali dan adek saya juga suka ayo beruan download aplikasi ini
Aqila Aqila,5,2021-05-05 11:41:13,Game nya seru sekali walaupun untuk anak kecil tapi aku suka Game nya
Wike Maretha,5,2021-05-05 05:29:14,Bgs untuk belajar berhitung buat anak usia dini
fitri rahmawati,5,2021-04-21 11:45:05,"games yg bagus ,,membantu anak belajar sambil bermain👍"
Mozza Raisa,5,2021-04-17 21:20:08,Permainannya bagus nggak
"A, Muizd",3,2021-04-16 13:13:06,Kok level nya gk bisa di buka
Rido Take,5,2021-04-16 04:44:11,Bagus banget buat anak yg mau masuk sklah ato sdg sklah TK....
Ais Fatika,5,2021-04-13 01:37:27,Aplikasinya bagus banget.. Anak q suka main ini
Nurlela Wati,5,2021-04-12 13:50:16,Ibu pasti bangga karena adik saya kayla suka bermain game ini keren
Bylla Salsa,5,2021-04-10 01:38:01,Saya kasih bintang 5
Elfi Syafrini,5,2021-04-09 04:18:08,Permainan nya seru banget😘😍😘😍😘😍😘😍😘😍😘😍😍😍
Hj Helaliani,5,2021-04-08 10:45:01,Makana Lucu 123! Nomor bagus
Rasya Musyaffa,5,2021-04-08 04:53:24,Bagus! aku nilai game ini..... 5!
Maryati Maryati,5,2021-04-05 04:12:12,"Bagus sekali game nya, mengajari ank lebih suka berhitung sambil bermain.anak saya suka sekali"
Eka Cahyani,5,2021-04-04 11:48:16,"Bagus,anak saya suka"
T.harun adrian,5,2021-04-03 01:45:21,enak banget gamenya loh semuanya
Wodua Hjll,5,2021-04-02 06:51:16,Wah bagus sekali permaian ini
Xabira maraisa,5,2021-03-30 13:48:34,ini game bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! kalian harus download ini bagus banget
Gus Rasid,1,2021-03-30 08:23:17,Game ini jelek banget dah hahahaha
Nurhadi Nia,5,2021-03-30 07:17:44,"Edukatif dan menyenangkan, banyak pilihan membuat anak tidak bosan memainkannya"
Bahar REALME,5,2021-03-27 12:52:25,Sangat bagus untuk anak balitadalam melatih motorik berpikirnya.
Rohmat Loversiti,3,2021-03-20 01:11:19,Aku suka gem ini mebuwat aku jadi pinter lolololooo
Jailal Afdol,5,2021-03-17 07:22:51,Bagus bgt nie syA ska bgt
Asep Maulana,5,2021-03-15 08:21:16,Waw apk nya sangat mendukung
Andi ccn,5,2021-03-09 08:44:45,Bagus tapi knp bahasa Inggris y
Meidry 90,5,2021-03-07 15:34:25,"Bagus ini permainan makanan lucu,gambar yang jelas serta suara yang jelas,sangat mendukung anak2 untuk belajar english,semoga sukses terus. Terima kasih"
rahmawati inara,3,2021-03-05 10:40:23,game ini bagus banget
malomalo malo17,5,2021-03-05 02:08:53,god job lnjutkn imajinasimu !!
Rubadi Kendari,3,2021-03-04 13:46:56,"Assallamuallaikum wr wb. Knapa kok permainannya sebagian ke kunci,,ngg bisa kebuka yaa.. Cuman 3 Level yg bisa kebuka..mohon bantuannya🙏🏻🙏🏻"
FADLAN Leli,5,2021-03-02 12:49:53,Permainan ini saya sangat suka dan enak di mainkan yang menciptakan permainan ini saya Terima Kasih ya Assalamualaikum
EDITOR BOCIL,4,2021-02-25 08:47:29,Game nya bagus adik saya suka banget terima kasih
Hendrik Jems,3,2021-02-24 08:33:29,"Sngt bgus awt ank saya ,"
Khairun Nisa azzahra,5,2021-02-23 15:36:53,Mencoba untuk ank.. Ntah2 ank suka
Ini Itu,5,2021-02-22 05:14:46,Sangat mendidik
Putri Cahya Nugroho,5,2021-02-19 06:37:37,Wow game ini bagus banget aku suka aku buat kalakter lucu🥰🥰🥰🥰🥰🥰
Judistra Pinem,4,2021-02-14 19:40:40,Jarang di mainkan gamenya..bagus
Ria W,5,2021-02-14 13:20:39,Aku sekasekali game ini
TKIslamAlkarim Cipondoh,5,2021-02-13 05:54:31,"Games yang bagus, anak saya jadi bisa kenal angka, berhitung juga"
Serly Serly,5,2021-02-12 12:13:04,"Game nya bgus skli,, anak saya sukaa"
Budi Setiyanto,5,2021-02-10 21:40:53,Anak saya senang dengan game ini
abyan pije,5,2021-02-10 11:36:25,Bagus anakku suka tp sayang ganti level hrs bayar ya 😑
Amini Mulyawati,5,2021-02-10 08:28:25,Anak jd tertarik untk belajar
Riki Wahyudi,5,2021-02-09 22:25:31,Wah game nya seru banget aku kasih bintang 5 karna aku suka game nya terima kasih ya😍😘
Akhmad Fitriandi,5,2021-02-09 12:39:29,Game nya bagus banget!!!!!!!!!!!!!!
Puput Gadis,5,2021-02-09 05:02:19,oh bagus banget anak saya suka sekali
Pringati Pringati,5,2021-02-07 05:57:02,Wow keren ini aku anak anak nama aku afiza game ini bagus aku suka game semua
Rafiuddin Hidayat,5,2021-02-04 10:13:24,Bagus sekali aku suka banget banget 👍👍👍👍👍
Setia Wati,5,2021-02-03 02:35:28,Mana gamenya gak seru
Niko Valensiah,5,2021-02-02 16:26:59,Aplikasinya keren banget
Gabrian Bayeroku,3,2021-02-02 05:38:42,Iklan nya sangat mengganggu anak saya bermain di aplikasi ini
NISSA HANNY,5,2021-02-01 14:42:15,Bagus. Tapi kok pake bahasa inggris ya??
Muhammad amar Sugiono,5,2021-02-01 13:48:25,Aplikasi yg bagus.. Anak saya jd bisa belajar sambil bermain.. Terimakasih
Vani Raditdika,2,2021-02-01 08:48:09,Game nya bagus.. tp sayang IKLAN NYA MENGGANGGU SEKALI.. terlalu sering ... Maless jd nya anak saya..
Eni wulan Ndari,3,2021-02-01 06:57:15,"Smoga saja mmbntu saya, bru nyoba dowlod soal nya."
Muchamad Abdul Wachid,4,2021-01-31 13:15:08,Bagus buat edukasi anak ku Aku kasih 4 ⭐
Nanda Anjani,3,2021-01-31 06:46:30,Permainannya bagus. Cocok buat anak belajar
Hendra Saputra,5,2021-01-31 01:47:23,Game nya sangat bagus ccok untuk anak anak balita..
Irwan Faisal,5,2021-01-30 15:59:19,Halo nama saya irwan dan adik saya sangat suka permainan ini makanya itu saya kasih bintang 5
Iinsari Nurshita,5,2021-01-30 14:56:12,Kenapa saya aksih bintang 5 karena anak saya tadinya gk mau belajar gara² ada aplikasi ini anak saya jadi mau belajar
icha Clarisha,1,2021-01-30 13:47:21,"Butuh yang berbahasa indonesia, bukan berbahasa inggris"
Zamirra zamirra,5,2021-01-30 01:19:57,Game nya bagus sekali
Serly Situmorang,5,2021-01-29 09:30:48,"Waw bagus banget , 🥰🥰🥰🥰🥰🥰🥰🥰🥰 gak bisa berkata kata ,anak anak suka banget😯😯😯😯😯😯.!............................................................................................................."
Assacomp Nonton,5,2021-01-28 15:42:43,"Terimakasih , game nya bagus ."
Em Tigapuluh,5,2021-01-28 09:14:29,Gamenya bermanfaat bagi adik saya .... terimakasih.....😊
Cinta Murti,4,2021-01-27 13:10:47,bocah senang belajar sambil main pakai hp ...sayang banyak iklan
Snowflake_ Richardo,5,2021-01-27 12:01:54,Makasih ya 👍 dan sekarang anak saya jadi pintar aku sasi bintang ⭐⭐⭐⭐⭐
Syafrina Yenti,5,2021-01-27 00:35:56,Game nya sangat bagus untuk belajar anak anak karna berbagai macam fitur untukku belajar ada
alfred purba,5,2021-01-26 04:46:08,Hai nama ku Annevay aku bisa bahasa inggris karna aku mau keluar negeri setelah aku sudah besar nanti na aku kasih bintang 5 permainan nyaseru membikin pintar😍😘 udah selesai dadadadada
intan sunshine,5,2021-01-25 06:34:20,Bermanfaat sekali game nya untuk anak saya... Terima kasih..
Satu Sebelas Channel,5,2021-01-21 07:24:21,Anak saya suka dan membantu untuk belajar
Khairun Nas,1,2021-01-20 09:42:27,Main nya pake paket.
Lenovo Doro,5,2021-01-20 05:41:57,Wow game inisangat bagus terimakasi yang membuatya semoga game ini sukses amin jadiya aku beri bintang 5deh
Alya AL,5,2021-01-19 09:23:22,Aplikasi makanan lucu ini sangat berguna untuk ank ank saya...
Bagus hoki,5,2021-01-19 03:47:21,Adik saya suka ge ame ini maka saya kasih bintang 5
sitha dewi,3,2021-01-17 07:03:08,Cuma 3 permainan yg bs terbuka
Didin Mujahidin anaknya sirin,5,2021-01-16 07:09:03,Seru sekali!!!!😃😃😃😃😄
Neng Alfira,3,2021-01-16 02:33:50,Assalamualaikum nama saya nanda hamdani saya cuma beri bintang 3 dulu karena blom nyoba
Nitha Vebriani,5,2021-01-13 12:03:28,"Gamesnya bagus, sekalian anak2 buat belajar"
iq134l abu muadz,5,2021-01-08 18:43:27,Gamenya bagus aku
Citra / azriel,5,2021-01-08 02:20:44,Permainqnnya bags banget
Ian Shakeel,4,2021-01-06 15:30:02,Bgus membantu ank blajar smbil bermain
Toni Zebua,2,2021-01-06 12:10:08,Game ini jelek hanya sampai level 3 mohon diperbaiki ya kak
Misel 123,5,2021-01-06 04:52:06,Ini bagus banget
Sri Sulastri,5,2021-01-05 14:05:21,Adik saya sangattttttttt! Suka
Akun Xome umah,3,2021-01-05 00:06:32,Gamenya bagus tapi sayang level selanjutnya BAYAR!!?
Evan Hidayat,2,2021-01-04 05:27:55,Makasih ubah bantu aku bukan anak kecil pinter
Nina Mariyana1,4,2021-01-03 05:27:49,"Bagus, tp sayangnya banyak yg g bisa kebuka KL g ad sinyal"
Maulana Maul,1,2021-01-03 04:29:16,Saya suka banget dengan geme inih
Deisya Mulyawardini,5,2021-01-02 14:08:54,Bagus dan anakku suka bgt
Arief Rahman,5,2021-01-01 23:34:05,Buat anak lebih mengerti dan senang dalam berhitung
windu setyorini,5,2021-01-01 14:10:24,Game anak-anak ini seru banget
Indri Mutmainnah,5,2021-01-01 09:54:54,Game nya bagus
Hamnisya Channel,5,2021-01-01 02:55:48,Baguuuuuuuusss banget untuk belajar anak..
Renny Anggraini,5,2020-12-30 19:29:23,Bagus bisa sambil belajar
Karang Menggah,5,2020-12-30 05:02:47,Waw aplikasih ini sangat bagus
Ario Joko Sukmanto,4,2020-12-19 22:15:17,GAMW INI SANGAT SERU KALIAN HARYS COBA:)
Nadia Septiana,5,2020-12-16 07:17:46,Wooooooooow game ini sangat bagus banget 🤧👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🙏👋
Latifah Hanum Hanum,5,2020-12-15 14:42:07,Game ini sangat bagus buat anak2 bisa sekalian belajar makasih..
Ayundha Cahaya,5,2020-12-13 03:25:23,"Mendidik,Menarik,anak saya suka."
̀ (‪TioGamerzYT‬),5,2020-12-13 03:00:27,Kita bisa belajar
Noviani Permata Sari,3,2020-12-12 09:15:16,Game ini bisa melatih kecerdasan anak usia 2-3 tahun. Anak saya suka game ini.
dicky rahman,5,2020-12-12 03:22:40,Menarik dan bagus
Rapid Flash Channels,4,2020-12-09 07:00:59,"Permainan Makanan Lucu ini sangat bagus, anak-anak suka dengan aneka permainan yang tersedia di dalamnya, thanks for Developer"
Mohammad Akbar,5,2020-12-09 06:51:35,Anak saya suka sekali 👍
Salfa Nurfadhilah,5,2020-12-06 12:16:39,Game nya bagus 😍😄😄
Ilham Iskandar,2,2020-12-03 05:37:19,Saya baru download jd 2 bintang dulu ya.
SYARIF CHANNEL OFFICIAL,1,2020-12-02 13:14:25,Kebanyakan iklan
Asti Purwanti,5,2020-12-02 01:21:49,Bagus gamenya sangat membantu
Sri Murniati Murniati,5,2020-12-01 11:24:37,Adik sy jadi pintar belajar
Naila Latifah,4,2020-11-29 05:33:00,Bagus.mudah di mengerti
MMF Creation (MakeMeFamous),1,2020-11-23 14:15:48,KEBANYAKAN IKLAN BOS DARI PADA ANAK MAINNYA MENDING GAUSAH DOWNLOAD
Yantiang Tiang,5,2020-11-23 13:36:07,Wah saudara ku jadi pintar
Anisa Hisani,5,2020-11-17 11:34:49,Anakku sekarang sudah bisa berhitung aku berikan bintang banyak
Hartini Hartini,5,2020-10-25 23:30:33,Bagus dan aman
Rafka Ardiansyah Simatupang,1,2020-10-23 11:57:17,Suaranya ga bisa bhsa indonesia!
Randi Candol,5,2020-10-19 07:45:53,Bagus ccok bnget buat anak saya.
Kayla dan naura Gaming,5,2020-10-16 14:08:26,Latar suaranya sudah berubah.... Mnjadi bhs. Indonesia
Ikmal Mal,4,2020-10-09 12:51:08,Saya suka banget dengan game ini mngedukasi buat anak-anak.. Anak saya pun suka banget dengan permainan game Nya...
Aliya Wati,3,2020-10-04 11:50:52,Aku ksih 3 dulu yah
Doy Andriansyah,5,2020-10-04 03:09:10,Menyenangkan
Alma Mamoy,4,2020-09-29 16:59:10,Gambarnya memudahkan anak sy untuk belajar mengenal angka
naziratu zunaidah,5,2020-09-28 02:53:24,Bagus baet boneka saya suka
Reva Niesa,1,2020-09-25 23:18:41,"Game ini kalo data dimatikan tidak bisa dibukak,harus pakai pulsa prabayar nanti takut penipuan jadi saya beri ranting 1,karena permainan ini kurang menyenangkan : ("
Nur Sukma,5,2020-09-15 11:50:21,Adik saya suka sekali sama permainan ini
Riana Natalia,5,2020-09-15 05:22:40,Akhirnya aku bisa juga A B C D mksi ya
enas kusuma,5,2020-09-09 15:08:22,Aku suka game ini
edy suhartono,4,2020-09-09 11:22:08,Lucu buat anak
chika nursabila,5,2020-08-30 12:50:59,Trimakasih sudah ngasih kesempatan mmberi pinjaman
Sopi Yanah,5,2020-08-30 05:19:00,Akuv suka bangettttttttttytttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt😁😁😁😁😁😁😁😁😁😁
Jole Kusuma,4,2020-08-25 13:25:38,Bagus permainan nya mengedukasi sekali buat anak anak.. aku suka
Embuh Kon,5,2020-08-01 06:04:39,Bisa menjadikan anak anak menjadikan yang berprestasi
Ginka Syafira Syafira,5,2020-07-27 11:54:43,Sangatttt memuaskan
triana yoga,5,2020-07-25 03:24:25,Bagus. Knp hrus beli sih. Pke nonton video aj cukup
sudirman crb,4,2020-07-25 00:10:39,Bags buat ank
Alan Andika Laapeny,4,2020-07-23 09:07:07,Sangat membantu anak dalam belajar angkah
Sucining Wahyu,4,2020-07-23 04:16:58,Terima kasih bagus sekali buat belajar sambil bermain.
Widya Fairina,5,2020-07-20 10:55:50,Bagus sekali
Suwari Suwari,4,2020-07-18 14:13:44,Lanjut ke level slnjtny gimana
Ali channel,5,2020-07-15 01:10:49,Bagus sekali
Sri Rahayu,5,2020-07-10 12:17:36,Membuat anak sya pintar
Salsa Azzah the channel,5,2020-07-06 23:21:20,Assalamualaikum nama sya azzahra khoirunnisa saya kelas 5 sya mendowlot ini untuk adik sya dan adik sya suka banget main kayak gini
Zain Sby,1,2020-07-06 04:04:29,Gamenya harus beli dulu
Lidia Surbakti,5,2020-07-05 13:10:02,Sangat menyenangkan
Mega Sylvia,5,2020-06-21 05:11:02,"Bagus aplikasinya..mudah, menarik, dan tidak membosankan untuk anak2.."
Etsa Sari,5,2020-06-13 05:21:27,Bagus anak saya suka
Dwi Surya Widiya Ningsih,4,2020-06-06 11:47:15,game ny seru cmn sayang yg lainny bayr
Ka ika,5,2020-05-29 11:55:55,alhamdulillah si kecil belajar jadi mudah..
nur hurairah,5,2020-05-25 06:03:37,Saya suka per mainan ini
Eki Putri Indriyani,5,2020-05-20 05:40:02,Buat adik ku
Soehandi Soerjaman,5,2020-05-16 11:26:16,Anak anak bisa mengenali nama buah buahan dan sayur sayuran.
Arina Indah,5,2020-05-08 14:17:49,Game nya bagus banget adik saya suka
Trivonia jayati Noviyanti,4,2020-05-08 13:31:15,Aq ksi bintang 4 dulu karna baru di coba
Pengguna Google,4,2020-04-17 04:48:06,"Banyak pilihan dalam belajar , tapi iklan nya Saya rasa terlalu sering. Terima kasih"
Pengguna Google,2,2020-04-16 21:39:20,"Padahal saya sudah senang sekali menemukan game yang sangat bagus, mendidik,dan lengkap. Sayangnya pas internet dimatikan tidak bisa dipakai semua."
Pengguna Google,1,2020-04-15 06:12:28,Kenapa harus beli pakai pulsa.. Padahal dulu pas saya download enggak lho...
Pengguna Google,4,2020-04-14 15:09:22,"Games nya bagus anak saya suka. Tpi tolong dong iklan nya di kurangi, masa sekali main iklan bnyak bgt. Jdi tlong iklan nya di kurangi"
Pengguna Google,5,2020-04-10 06:31:24,Anaku suka
Pengguna Google,2,2020-04-06 12:30:03,ko yang bahasa Indonesia gak ada suara berhitung nya???
Pengguna Google,5,2020-03-31 10:59:09,"Game terbaik untuk anak anak,gamenya enak pas diminin cocok untuk adik"
Pengguna Google,5,2020-03-30 04:56:52,Game bisa mendidik anak anak kecil menjadi pandai berhitung dan berwarna yang mana awalnya tidak bisa sekarang menjadi bisa
Pengguna Google,1,2020-03-19 07:37:35,terbaik cepat
Pengguna Google,2,2020-03-04 11:54:15,ahhh banyak yg terkunci dan harus bayar
Pengguna Google,1,2020-03-02 10:29:39,"Lumayan seru, anak-anak suka"
Pengguna Google,5,2020-02-03 14:21:41,sangat membantu
Pengguna Google,5,2020-01-13 23:27:43,Sangat mengedukasi kusus nya dalam belajar mengenal angka
Pengguna Google,1,2019-12-28 07:30:12,Gamenya nyebelinnnnn
Pengguna Google,5,2019-12-26 13:53:48,Bagus bermanfaat
Pengguna Google,5,2019-12-10 23:15:07,"Mantap👍 sangat membantu anak belajar,, saya kasi bintang 5 💞👈"
Pengguna Google,5,2019-12-09 21:13:45,"Keren... anak' ku suka bgt, permainan ini gambarnya lucu"
Pengguna Google,5,2019-11-23 03:25:51,Saya sangant suka karena mengajarkan anak berhitung
Pengguna Google,4,2019-11-22 08:46:32,Game yang sangat mendidik buat anak belajar menghitung serta mewarnai. Hanya iklannya yg tidak saya sukai ! maka itu saya kasih bintang 4 :-)
Pengguna Google,1,2019-11-16 07:48:49,Kasih 1 bintang aja karena kebanyakan iklan...baru main sebentar dah iklan...mana lama sekali iklannya....
Pengguna Google,4,2019-11-11 21:04:30,"Bagus,anak saya suka tapi ko kadang ga bisa dibuka yh kalo data nya g aktip"
Pengguna Google,5,2019-10-26 09:43:50,Ok bagus dan seru😍😍😍😍😎😎😎
Pengguna Google,5,2019-10-24 05:29:35,hai perkenal namaku zahra sabilla saya sangat suka permainan ini sual nya seru sekali cobadeh kalian intal apelikasi ini
Pengguna Google,5,2019-10-05 10:55:09,Bermanfaat. Terima kasih
Pengguna Google,4,2019-10-03 11:31:25,Game ini sangat seru tapi game ini juga tidak terlalu seru jadi kami harap di perbarui
Pengguna Google,1,2019-10-02 14:04:31,Mainannya cuman bisa dibukak 3 saja
Pengguna Google,5,2019-10-01 11:58:32,Halo aku grace aku suka sekali Game ini bikin anak anak pintar
Pengguna Google,5,2019-10-01 03:53:22,Bagus buat anak
Pengguna Google,5,2019-09-30 10:19:08,asik loh ya makanya aku kasih. bintamg lima lohya🤗🤗🤗🤗
Pengguna Google,4,2019-09-27 19:59:50,"Aplikasi ini menari, bisa belajar sambil bermain. Anak saya suka dan banyak pilihannnya."
